voice_index	voice_number	speed	pitch	volume	noise	noise_w	silence	narratorScore	sex	gain	wpm	newSpeed	newVol	sexConfidence
227	227	0.8	1	1.43	0.667	0.8	0.3	-2.67	male	-4	214.94	0.83	1.43	0.21
228	228	0.8	1	1.71	0.667	0.8	0.3	0.9	female	-5.6	194.37	0.75	1.71	0.39
229	229	0.8	1	1.56	0.667	0.8	0.3	0.52	female	-4.8	206.35	0.8	1.56	0.52
230	230	0.8	1	1.71	0.667	0.8	0.3	0.44	male	-5.6	245.58	0.95	1.71	0.58
231	231	0.8	1	1.05	0.667	0.8	0.3	0.89	male	-1.3	226.29	0.88	1.05	0.79
232	232	0.8	1	1.07	0.667	0.8	0.3	4.19	male	-1.5	183.32	0.71	1.07	0.8
233	233	0.8	1	1.26	0.667	0.8	0.3	4.23	male	-2.9	180.12	0.7	1.26	0.31
234	234	0.8	1	1.62	0.667	0.8	0.3	-0.49	female	-5.1	200.01	0.78	1.62	0.1
235	235	0.8	1	1.58	0.667	0.8	0.3	0.39	ambiguous	-4.9	176.33	0.68	1.58	0.43
236	236	0.8	1	1.17	0.667	0.8	0.3	0.82	ambiguous	-2.3	205.99	0.8	1.17	0.8
237	237	0.8	1	1.09	0.667	0.8	0.3	0.77	ambiguous	-1.7	204.32	0.79	1.09	0.13
238	238	0.8	1	1.29	0.667	0.8	0.3	-2.68	female	-3.1	180.96	0.7	1.29	0.8
239	239	0.8	1	1.55	0.667	0.8	0.3	1.51	ambiguous	-4.7	192.98	0.75	1.55	0.8
240	240	0.8	1	1.48	0.667	0.8	0.3	2.41	ambiguous	-4.3	195.13	0.76	1.48	0.49
241	241	0.8	1	1.39	0.667	0.8	0.3	1.36	female	-3.8	217.06	0.84	1.39	0.41
242	242	0.8	1	1.48	0.667	0.8	0.3	1.26	ambiguous	-4.3	194.48	0.76	1.48	0.54
243	243	0.8	1	1.35	0.667	0.8	0.3	3.63	male	-3.5	202.67	0.79	1.35	0.4
244	244	0.8	1	1.68	0.667	0.8	0.3	-0.14	ambiguous	-5.4	217.73	0.85	1.68	0.48
245	245	0.8	1	1.27	0.667	0.8	0.3	-1.21	male	-3	213.89	0.83	1.27	0.14
246	246	0.8	1	1.12	0.667	0.8	0.3	-0.27	male	-1.9	205.51	0.8	1.12	0.27
247	247	0.8	1	1.6	0.667	0.8	0.3	0	female	-5	195.23	0.76	1.6	0.21
248	248	0.8	1	1.15	0.667	0.8	0.3	-1.99	male	-2.1	187.73	0.73	1.15	0.39
249	249	0.8	1	1.43	0.667	0.8	0.3	-0.82	ambiguous	-4	200.81	0.78	1.43	0.52
250	250	0.8	1	1.78	0.667	0.8	0.3	1.27	female	-5.9	182.08	0.71	1.78	0.58
251	251	0.8	1	1.6	0.667	0.8	0.3	0.37	female	-5	199.11	0.77	1.6	0.79
252	252	0.8	1	1.41	0.667	0.8	0.3	1.26	female	-3.9	195.67	0.76	1.41	0.8
253	253	0.8	1	1.44	0.667	0.8	0.3	3.1	male	-4.1	191.72	0.74	1.44	0.31
254	254	0.8	1	1.41	0.667	0.8	0.3	-0.4	male	-3.9	224.84	0.87	1.41	0.1
255	255	0.8	1	1.26	0.667	0.8	0.3	1.33	female	-2.9	221.86	0.86	1.26	0.43
256	256	0.8	1	1.11	0.667	0.8	0.3	-0.36	male	-1.8	211.7	0.82	1.11	0.8
257	257	0.8	1	1.33	0.667	0.8	0.3	-0.96	male	-3.4	200.13	0.78	1.33	0.13
258	258	0.8	1	1.21	0.667	0.8	0.3	0.7	female	-2.6	172.18	0.67	1.21	0.8
259	259	0.8	1	1.11	0.667	0.8	0.3	1.34	male	-1.8	228.94	0.89	1.11	0.8
260	260	0.8	1	1.39	0.667	0.8	0.3	-2.07	ambiguous	-3.8	228.94	0.89	1.39	0.49
261	261	0.8	1	1.49	0.667	0.8	0.3	-0.73	male	-4.4	222.7	0.86	1.49	0.41
262	262	0.8	1	1.46	0.667	0.8	0.3	-0.98	ambiguous	-4.2	191.41	0.74	1.46	0.54
263	263	0.8	1	1.49	0.667	0.8	0.3	-0.59	female	-4.4	205.75	0.8	1.49	0.4
264	264	0.8	1	1.46	0.667	0.8	0.3	-1.76	male	-4.2	258.4	1	1.46	0.48
265	265	0.8	1	1.48	0.667	0.8	0.3	-2.27	female	-4.3	220.05	0.85	1.48	0.14
266	266	0.8	1	1.33	0.667	0.8	0.3	-1.02	female	-3.4	204.43	0.79	1.33	0.27
267	267	0.8	1	1.41	0.667	0.8	0.3	-0.72	female	-3.9	192.88	0.75	1.41	0.21
268	268	0.8	1	1.43	0.667	0.8	0.3	-1.07	ambiguous	-4	212.73	0.83	1.43	0.39
269	269	0.8	1	1.24	0.667	0.8	0.3	-1.36	male	-2.8	217.33	0.84	1.24	0.52
270	270	0.8	1	1.39	0.667	0.8	0.3	1.73	male	-3.8	171.17	0.66	1.39	0.58
271	271	0.8	1	1.44	0.667	0.8	0.3	2.28	male	-4.1	185.54	0.72	1.44	0.79
272	272	0.8	1	1.07	0.667	0.8	0.3	1.71	male	-1.5	211.45	0.82	1.07	0.8
273	273	0.8	1	1.51	0.667	0.8	0.3	2.93	female	-4.5	171.93	0.67	1.51	0.31
274	274	0.8	1	1.27	0.667	0.8	0.3	0.73	ambiguous	-3	198.77	0.77	1.27	0.1
275	275	0.8	1	1.24	0.667	0.8	0.3	-0.37	male	-2.8	228.34	0.89	1.24	0.43
276	276	0.8	1	1.32	0.667	0.8	0.3	-1.48	ambiguous	-3.3	198.1	0.77	1.32	0.8
277	277	0.8	1	1.6	0.667	0.8	0.3	-0.06	ambiguous	-5	203.02	0.79	1.6	0.13
278	278	0.8	1	1.33	0.667	0.8	0.3	-2.65	male	-3.4	207.57	0.81	1.33	0.8
279	279	0.8	1	1.32	0.667	0.8	0.3	-0.98	ambiguous	-3.3	228.2	0.89	1.32	0.8
280	280	0.8	1	1.51	0.667	0.8	0.3	-0.33	female	-4.5	206.11	0.8	1.51	0.49
281	281	0.8	1	1.48	0.667	0.8	0.3	1.8	female	-4.3	209.68	0.81	1.48	0.41
282	282	0.8	1	1.3	0.667	0.8	0.3	1.63	female	-3.2	190.78	0.74	1.3	0.54
283	283	0.8	1	1.49	0.667	0.8	0.3	-3.28	female	-4.4	207.21	0.8	1.49	0.4
284	284	0.8	1	1.36	0.667	0.8	0.3	-0.31	male	-3.6	243.03	0.94	1.36	0.48
285	285	0.8	1	1.82	0.667	0.8	0.3	2.06	female	-6.1	166.71	0.65	1.82	0.14
286	286	0.8	1	1.55	0.667	0.8	0.3	-0.5	male	-4.7	215.86	0.84	1.55	0.27
287	287	0.8	1	1.23	0.667	0.8	0.3	1.31	male	-2.7	227.16	0.88	1.23	0.21
288	288	0.8	1	1.32	0.667	0.8	0.3	0.74	male	-3.3	230.59	0.9	1.32	0.39
289	289	0.8	1	1.49	0.667	0.8	0.3	-1.59	male	-4.4	230.14	0.89	1.49	0.52
290	290	0.8	1	1.36	0.667	0.8	0.3	-1.25	female	-3.6	227.16	0.88	1.36	0.58
291	291	0.8	1	1.48	0.667	0.8	0.3	0.61	male	-4.3	208.56	0.81	1.48	0.79
292	292	0.8	1	1.36	0.667	0.8	0.3	-1.29	female	-3.6	200.93	0.78	1.36	0.8
293	293	0.8	1	1.23	0.667	0.8	0.3	2.61	male	-2.7	207.82	0.81	1.23	0.31
294	294	0.8	1	1.46	0.667	0.8	0.3	-0.89	ambiguous	-4.2	214.41	0.83	1.46	0.1
295	295	0.8	1	1.15	0.667	0.8	0.3	4.12	male	-2.1	189.14	0.73	1.15	0.43
296	296	0.8	1	1	0.667	0.8	0.3	-2.58	male	-0.9	225.27	0.87	1	0.8
297	297	0.8	1	1.29	0.667	0.8	0.3	2.33	male	-3.1	180.03	0.7	1.29	0.13
298	298	0.8	1	1.64	0.667	0.8	0.3	2.88	female	-5.2	187.93	0.73	1.64	0.8
299	299	0.8	1	1.38	0.667	0.8	0.3	-1	female	-3.7	194.16	0.75	1.38	0.8
300	300	0.8	1	1.38	0.667	0.8	0.3	1.45	male	-3.7	214.28	0.83	1.38	0.49
301	301	0.8	1	1.43	0.667	0.8	0.3	-1.73	female	-4	207.7	0.81	1.43	0.41
302	302	0.8	1	1.46	0.667	0.8	0.3	1.81	female	-4.2	197.87	0.77	1.46	0.54
303	303	0.8	1	1.2	0.667	0.8	0.3	1.3	male	-2.5	214.15	0.83	1.2	0.4
304	304	0.8	1	1.58	0.667	0.8	0.3	-2.22	male	-4.9	238.9	0.93	1.58	0.48
305	305	0.8	1	1.71	0.667	0.8	0.3	-1.34	female	-5.6	212.98	0.83	1.71	0.14
306	306	0.8	1	1.48	0.667	0.8	0.3	-1.09	female	-4.3	209.43	0.81	1.48	0.27
307	307	0.8	1	1.41	0.667	0.8	0.3	-1.5	female	-3.9	225.13	0.87	1.41	0.21
308	308	0.8	1	1.43	0.667	0.8	0.3	1.5	male	-4	200.58	0.78	1.43	0.39
309	309	0.8	1	1.48	0.667	0.8	0.3	-0.64	ambiguous	-4.3	225.27	0.87	1.48	0.52
310	310	0.8	1	1.46	0.667	0.8	0.3	0.6	female	-4.2	177.4	0.69	1.46	0.58
311	311	0.8	1	1.35	0.667	0.8	0.3	0.72	female	-3.5	148.59	0.58	1.35	0.79
312	312	0.8	1	1.53	0.667	0.8	0.3	-0.81	female	-4.6	191.2	0.74	1.53	0.8
313	313	0.8	1	1.33	0.667	0.8	0.3	0.83	female	-3.4	189.14	0.73	1.33	0.31
314	314	0.8	1	1.38	0.667	0.8	0.3	0.34	ambiguous	-3.7	194.05	0.75	1.38	0.1
315	315	0.8	1	1.58	0.667	0.8	0.3	-0.84	female	-4.9	169.77	0.66	1.58	0.43
316	316	0.8	1	1.38	0.667	0.8	0.3	-2.03	female	-3.7	197.98	0.77	1.38	0.8
317	317	0.8	1	1.43	0.667	0.8	0.3	0.54	male	-4	200.13	0.78	1.43	0.13
318	318	0.8	1	1.26	0.667	0.8	0.3	2.47	male	-2.9	206.48	0.8	1.26	0.8
319	319	0.8	1	1.53	0.667	0.8	0.3	0	female	-4.6	177.4	0.69	1.53	0.8
320	320	0.8	1	1.55	0.667	0.8	0.3	-0.36	male	-4.7	230.44	0.89	1.55	0.49
321	321	0.8	1	1.33	0.667	0.8	0.3	2.92	female	-3.4	198.21	0.77	1.33	0.41
322	322	0.8	1	1.56	0.667	0.8	0.3	-0.57	female	-4.8	219.5	0.85	1.56	0.54
323	323	0.8	1	1.49	0.667	0.8	0.3	-1.11	ambiguous	-4.4	188.43	0.73	1.49	0.4
324	324	0.8	1	1.32	0.667	0.8	0.3	0.2	ambiguous	-3.3	229.99	0.89	1.32	0.48
325	325	0.8	1	1.48	0.667	0.8	0.3	0.81	ambiguous	-4.3	211.7	0.82	1.48	0.14
326	326	0.8	1	1.36	0.667	0.8	0.3	-0.71	male	-3.6	214.94	0.83	1.36	0.27
327	327	0.8	1	1.15	0.667	0.8	0.3	1.08	male	-2.1	229.24	0.89	1.15	0.21
328	328	0.8	1	1.19	0.667	0.8	0.3	0.45	male	-2.4	175.01	0.68	1.19	0.39
329	329	0.8	1	1.56	0.667	0.8	0.3	1.06	male	-4.8	207.82	0.81	1.56	0.52
330	330	0.8	1	1.39	0.667	0.8	0.3	2.51	male	-3.8	228.05	0.89	1.39	0.58
331	331	0.8	1	1.41	0.667	0.8	0.3	-2.28	ambiguous	-3.9	199.56	0.77	1.41	0.79
332	332	0.8	1	0.99	0.667	0.8	0.3	-3.85	male	-0.8	237.29	0.92	0.99	0.8
333	333	0.8	1	1.36	0.667	0.8	0.3	-1.82	male	-3.6	224.55	0.87	1.36	0.31
334	334	0.8	1	1.12	0.667	0.8	0.3	-1.07	male	-1.9	210.68	0.82	1.12	0.1
335	335	0.8	1	1.55	0.667	0.8	0.3	1.53	male	-4.7	217.46	0.84	1.55	0.43
336	336	0.8	1	1.29	0.667	0.8	0.3	0.5	female	-3.1	200.13	0.78	1.29	0.8
337	337	0.8	1	1.38	0.667	0.8	0.3	1.87	male	-3.7	189.04	0.73	1.38	0.13
338	338	0.8	1	1.13	0.667	0.8	0.3	-1.15	male	-2	267.24	1.04	1.13	0.8
339	339	0.8	1	1.19	0.667	0.8	0.3	-1.86	male	-2.4	215.46	0.84	1.19	0.8
340	340	0.8	1	1.64	0.667	0.8	0.3	0.59	female	-5.2	160.1	0.62	1.64	0.49
341	341	0.8	1	1.43	0.667	0.8	0.3	-1.72	male	-4	196.88	0.76	1.43	0.41
342	342	0.8	1	1.3	0.667	0.8	0.3	-0.75	male	-3.2	219.5	0.85	1.3	0.54
343	343	0.8	1	1.46	0.667	0.8	0.3	-0.81	female	-4.2	212.98	0.83	1.46	0.4
344	344	0.8	1	1.33	0.667	0.8	0.3	0.39	female	-3.4	183.99	0.71	1.33	0.48
345	345	0.8	1	1.41	0.667	0.8	0.3	1.32	female	-3.9	167.74	0.65	1.41	0.14
346	346	0.8	1	1.62	0.667	0.8	0.3	4.36	ambiguous	-5.1	192.88	0.75	1.62	0.27
347	347	0.8	1	1.43	0.667	0.8	0.3	-0.26	ambiguous	-4	231.66	0.9	1.43	0.21
348	348	0.8	1	1.51	0.667	0.8	0.3	3.08	female	-4.5	186.53	0.72	1.51	0.39
349	349	0.8	1	1.55	0.667	0.8	0.3	-1.13	ambiguous	-4.7	195.89	0.76	1.55	0.52
350	350	0.8	1	1.19	0.667	0.8	0.3	-0.95	male	-2.4	240.37	0.93	1.19	0.58
351	351	0.8	1	1.7	0.667	0.8	0.3	-1.67	female	-5.5	206.11	0.8	1.7	0.79
352	352	0.8	1	1.78	0.667	0.8	0.3	1.73	female	-5.9	177.49	0.69	1.78	0.8
353	353	0.8	1	1.2	0.667	0.8	0.3	0.19	male	-2.5	173.03	0.67	1.2	0.31
354	354	0.8	1	1.82	0.667	0.8	0.3	-0.36	female	-6.1	191.51	0.74	1.82	0.1
355	355	0.8	1	1.48	0.667	0.8	0.3	-0.33	female	-4.3	206.84	0.8	1.48	0.43
356	356	0.8	1	1.55	0.667	0.8	0.3	-2.1	female	-4.7	223.98	0.87	1.55	0.8
357	357	0.8	1	1.38	0.667	0.8	0.3	-1.39	male	-3.7	195.56	0.76	1.38	0.13
358	358	0.8	1	1.16	0.667	0.8	0.3	0.57	male	-2.2	246.96	0.96	1.16	0.8
359	359	0.8	1	1.39	0.667	0.8	0.3	-2.85	female	-3.8	246.09	0.96	1.39	0.8
360	360	0.8	1	1.41	0.667	0.8	0.3	-0.33	male	-3.9	247.83	0.96	1.41	0.49
361	361	0.8	1	1.41	0.667	0.8	0.3	0.76	male	-3.9	251.2	0.98	1.41	0.41
362	362	0.8	1	1.33	0.667	0.8	0.3	0.83	male	-3.4	194.91	0.76	1.33	0.54
363	363	0.8	1	1.15	0.667	0.8	0.3	1.24	male	-2.1	155.15	0.6	1.15	0.4
364	364	0.8	1	1.17	0.667	0.8	0.3	0.88	male	-2.3	218.27	0.85	1.17	0.48
365	365	0.8	1	1.66	0.667	0.8	0.3	-2.12	ambiguous	-5.3	192.98	0.75	1.66	0.14
366	366	0.8	1	1.48	0.667	0.8	0.3	0.04	ambiguous	-4.3	203.37	0.79	1.48	0.27
367	367	0.8	1	1.46	0.667	0.8	0.3	2.58	male	-4.2	208.44	0.81	1.46	0.21
368	368	0.8	1	1.33	0.667	0.8	0.3	2.17	male	-3.4	190.16	0.74	1.33	0.39
369	369	0.8	1	1.36	0.667	0.8	0.3	1.64	male	-3.6	205.99	0.8	1.36	0.52
370	370	0.8	1	1.51	0.667	0.8	0.3	3.21	female	-4.5	195.34	0.76	1.51	0.58
371	371	0.8	1	1.6	0.667	0.8	0.3	-1.11	male	-5	226.58	0.88	1.6	0.79
372	372	0.8	1	1.55	0.667	0.8	0.3	-1.1	female	-4.7	207.7	0.81	1.55	0.8
373	373	0.8	1	1.44	0.667	0.8	0.3	2.26	female	-4.1	178.48	0.69	1.44	0.31
374	374	0.8	1	1.41	0.667	0.8	0.3	1.07	male	-3.9	213.11	0.83	1.41	0.1
375	375	0.8	1	1.66	0.667	0.8	0.3	2.09	male	-5.3	193.62	0.75	1.66	0.43
376	376	0.8	1	1.58	0.667	0.8	0.3	0.76	female	-4.9	198.77	0.77	1.58	0.8
377	377	0.8	1	1.39	0.667	0.8	0.3	-2.45	female	-3.8	201.04	0.78	1.39	0.13
378	378	0.8	1	1.62	0.667	0.8	0.3	-1.49	female	-5.1	189.65	0.74	1.62	0.8
379	379	0.8	1	1.21	0.667	0.8	0.3	0.31	ambiguous	-2.6	183.89	0.71	1.21	0.8
380	380	0.8	1	1.39	0.667	0.8	0.3	-6.85	male	-3.8	263.04	1.02	1.39	0.49
381	381	0.8	1	1.51	0.667	0.8	0.3	1.78	female	-4.5	193.2	0.75	1.51	0.41
382	382	0.8	1	1.66	0.667	0.8	0.3	0.2	female	-5.3	194.26	0.75	1.66	0.54
383	383	0.8	1	1.27	0.667	0.8	0.3	-0.56	ambiguous	-3	180.59	0.7	1.27	0.4
384	384	0.8	1	1.41	0.667	0.8	0.3	2.09	female	-3.9	185.64	0.72	1.41	0.48
385	385	0.8	1	1.3	0.667	0.8	0.3	0.99	male	-3.2	205.63	0.8	1.3	0.14
386	386	0.8	1	1.44	0.667	0.8	0.3	0.1	male	-4.1	203.72	0.79	1.44	0.27
387	387	0.8	1	1.49	0.667	0.8	0.3	2.01	ambiguous	-4.4	197.1	0.77	1.49	0.21
388	388	0.8	1	1.09	0.667	0.8	0.3	2.66	male	-1.7	218.27	0.85	1.09	0.39
389	389	0.8	1	1.46	0.667	0.8	0.3	0.77	female	-4.2	188.33	0.73	1.46	0.52
390	390	0.8	1	1.58	0.667	0.8	0.3	3.78	ambiguous	-4.9	159.59	0.62	1.58	0.58
391	391	0.8	1	1.38	0.667	0.8	0.3	0.52	ambiguous	-3.7	228.94	0.89	1.38	0.79
392	392	0.8	1	1.27	0.667	0.8	0.3	1.36	male	-3	219.91	0.85	1.27	0.8
393	393	0.8	1	1.44	0.667	0.8	0.3	1.21	male	-4.1	216.79	0.84	1.44	0.31
394	394	0.8	1	1.58	0.667	0.8	0.3	-0.61	male	-4.9	244.72	0.95	1.58	0.1
395	395	0.8	1	1.38	0.667	0.8	0.3	0.43	male	-3.7	221.02	0.86	1.38	0.43
396	396	0.8	1	1.7	0.667	0.8	0.3	-0.7	female	-5.5	193.09	0.75	1.7	0.8
397	397	0.8	1	1.68	0.667	0.8	0.3	3.38	ambiguous	-5.4	168.71	0.66	1.68	0.13
398	398	0.8	1	1.32	0.667	0.8	0.3	1.2	male	-3.3	205.03	0.8	1.32	0.8
399	399	0.8	1	1.33	0.667	0.8	0.3	-2.61	male	-3.4	226.14	0.88	1.33	0.8
400	400	0.8	1	1.16	0.667	0.8	0.3	-3.55	male	-2.2	208.81	0.81	1.16	0.49
401	401	0.8	1	1.26	0.667	0.8	0.3	1.51	male	-2.9	219.36	0.85	1.26	0.41
402	402	0.8	1	1.41	0.667	0.8	0.3	-2.73	male	-3.9	227.31	0.88	1.41	0.54
403	403	0.8	1	1.39	0.667	0.8	0.3	-0.84	ambiguous	-3.8	186.93	0.73	1.39	0.4
404	404	0.8	1	1.48	0.667	0.8	0.3	1.08	male	-4.3	189.14	0.73	1.48	0.48
405	405	0.8	1	1.49	0.667	0.8	0.3	1.07	male	-4.4	195.56	0.76	1.49	0.14
406	406	0.8	1	1.38	0.667	0.8	0.3	0.1	male	-3.7	231.05	0.9	1.38	0.27
407	407	0.8	1	1.46	0.667	0.8	0.3	-0.65	male	-4.2	181.61	0.71	1.46	0.21
408	408	0.8	1	1.71	0.667	0.8	0.3	-0.7	female	-5.6	203.02	0.79	1.71	0.39
409	409	0.8	1	1.36	0.667	0.8	0.3	-3.76	male	-3.6	221.58	0.86	1.36	0.52
410	410	0.8	1	1.15	0.667	0.8	0.3	1.47	male	-2.1	219.23	0.85	1.15	0.58
411	411	0.8	1	1.3	0.667	0.8	0.3	2.38	ambiguous	-3.2	177.13	0.69	1.3	0.79
412	412	0.8	1	1.39	0.667	0.8	0.3	0.47	ambiguous	-3.8	202.32	0.79	1.39	0.8
413	413	0.8	1	1.39	0.667	0.8	0.3	0.7	male	-3.8	143.44	0.56	1.39	0.31
414	414	0.8	1	1.39	0.667	0.8	0.3	1.19	male	-3.8	189.45	0.74	1.39	0.1
415	415	0.8	1	1.33	0.667	0.8	0.3	2.84	male	-3.4	194.26	0.75	1.33	0.43
416	416	0.8	1	1.35	0.667	0.8	0.3	0.34	male	-3.5	217.2	0.84	1.35	0.8
417	417	0.8	1	1.44	0.667	0.8	0.3	-0.75	ambiguous	-4.1	183.13	0.71	1.44	0.13
418	418	0.8	1	1.01	0.667	0.8	0.3	-1.42	male	-1	222.84	0.87	1.01	0.8
419	419	0.8	1	1.53	0.667	0.8	0.3	3.03	ambiguous	-4.6	163.53	0.64	1.53	0.8
420	420	0.8	1	1.51	0.667	0.8	0.3	0.73	female	-4.5	213.24	0.83	1.51	0.49
421	421	0.8	1	1.56	0.667	0.8	0.3	0.24	female	-4.8	190.99	0.74	1.56	0.41
422	422	0.8	1	1.24	0.667	0.8	0.3	1.1	ambiguous	-2.8	220.05	0.85	1.24	0.54
423	423	0.8	1	1.19	0.667	0.8	0.3	1.47	male	-2.4	213.37	0.83	1.19	0.4
424	424	0.8	1	1.41	0.667	0.8	0.3	0.54	female	-3.9	187.43	0.73	1.41	0.48
425	425	0.8	1	1.58	0.667	0.8	0.3	0.99	male	-4.9	206.23	0.8	1.58	0.14
426	426	0.8	1	1.11	0.667	0.8	0.3	-2.86	male	-1.8	223.13	0.87	1.11	0.27
427	427	0.8	1	1.43	0.667	0.8	0.3	0.12	male	-4	211.19	0.82	1.43	0.21
428	428	0.8	1	1.46	0.667	0.8	0.3	-1.55	male	-4.2	198.99	0.77	1.46	0.39
429	429	0.8	1	1.29	0.667	0.8	0.3	0.68	male	-3.1	252.1	0.98	1.29	0.52
430	430	0.8	1	1.38	0.667	0.8	0.3	-0.45	ambiguous	-3.7	218	0.85	1.38	0.58
431	431	0.8	1	1.32	0.667	0.8	0.3	2.3	male	-3.3	188.83	0.73	1.32	0.79
432	432	0.8	1	1.3	0.667	0.8	0.3	0	male	-3.2	195.02	0.76	1.3	0.8
433	433	0.8	1	1.43	0.667	0.8	0.3	1.36	ambiguous	-4	198.43	0.77	1.43	0.31
434	434	0.8	1	1.17	0.667	0.8	0.3	3.48	female	-2.3	191.09	0.74	1.17	0.1
435	435	0.8	1	1.41	0.667	0.8	0.3	-1.96	male	-3.9	221.02	0.86	1.41	0.43
436	436	0.8	1	1.6	0.667	0.8	0.3	-1.19	male	-5	226.87	0.88	1.6	0.8
437	437	0.8	1	1.53	0.667	0.8	0.3	-1.89	male	-4.6	245.06	0.95	1.53	0.13
438	438	0.8	1	1.27	0.667	0.8	0.3	-1.13	male	-3	200.01	0.78	1.27	0.8
439	439	0.8	1	1.53	0.667	0.8	0.3	-2.12	female	-4.6	218.95	0.85	1.53	0.8
440	440	0.8	1	1.43	0.667	0.8	0.3	-1.28	ambiguous	-4	208.81	0.81	1.43	0.49
441	441	0.8	1	1.35	0.667	0.8	0.3	0.43	male	-3.5	200.7	0.78	1.35	0.41
442	442	0.8	1	1.35	0.667	0.8	0.3	-1.55	male	-3.5	197.54	0.77	1.35	0.54
443	443	0.8	1	1.64	0.667	0.8	0.3	1.26	female	-5.2	169.2	0.66	1.64	0.4
444	444	0.8	1	1.46	0.667	0.8	0.3	-0.47	female	-4.2	173.89	0.68	1.46	0.48
445	445	0.8	1	1.29	0.667	0.8	0.3	2.1	male	-3.1	227.16	0.88	1.29	0.14
446	446	0.8	1	1.56	0.667	0.8	0.3	0.16	female	-4.8	214.15	0.83	1.56	0.27
447	447	0.8	1	1.48	0.667	0.8	0.3	-0.13	female	-4.3	225.7	0.88	1.48	0.21
448	448	0.8	1	1.29	0.667	0.8	0.3	-3.1	female	-3.1	262.84	1.02	1.29	0.39
449	449	0.8	1	1.44	0.667	0.8	0.3	0.52	female	-4.1	179.21	0.7	1.44	0.52
450	450	0.8	1	1.8	0.667	0.8	0.3	-2.02	female	-6	209.43	0.81	1.8	0.58
451	451	0.8	1	1.6	0.667	0.8	0.3	-1.85	female	-5	227.31	0.88	1.6	0.79
