voice_index	speed	pitch	volume	noise	noise_w	silence	narratorScore	sex	gain	wpm	newSpeed	newVol	sex confidence
0	0.8	1	1	0.667	0.8	0.3							
1	0.8	1	1	0.667	0.8	0.3							
2	0.8	1	1	0.667	0.8	0.3							
3	0.8	1	1	0.667	0.8	0.3							
4	0.8	1	1	0.667	0.8	0.3	2.43	female	-2.3	214.67	0.83	1.17	0.48
5	0.8	1	1	0.667	0.8	0.3	-2.11	male	-3.7	221.86	0.86	1.38	0.14
6	0.8	1	1	0.667	0.8	0.3	1.58	male	-3.7	200.93	0.78	1.38	0.27
7	0.8	1	1	0.667	0.8	0.3	-2.14	male	-4.7	196.88	0.76	1.55	0.21
8	0.8	1	1	0.667	0.8	0.3	-0.33	male	-3.9	222.42	0.86	1.41	0.39
9	0.8	1	1	0.667	0.8	0.3	-1.21	female	-5	236.01	0.92	1.6	0.52
10	0.8	1	1	0.667	0.8	0.3	-0.94	female	-3.3	229.39	0.89	1.32	0.58
11	0.8	1	1	0.667	0.8	0.3	-1.74	female	-3.8	246.61	0.96	1.39	0.79
12	0.8	1	1	0.667	0.8	0.3	-1.29	female	-4.7	204.91	0.8	1.55	0.80
13	0.8	1	1	0.667	0.8	0.3	0.63	female	-5.9	234.75	0.91	1.78	0.31
14	0.8	1	1	0.667	0.8	0.3	-1.65	female	-4.8	214.94	0.83	1.56	0.10
15	0.8	1	1	0.667	0.8	0.3	2.63	female	-5.8	203.37	0.79	1.75	0.43
16	0.8	1	1	0.667	0.8	0.3	0.69	male	-4.3	231.35	0.9	1.48	0.80
17	0.8	1	1	0.667	0.8	0.3	0.56	ambiguous	-3.4	200.58	0.78	1.33	0.13
18	0.8	1	1	0.667	0.8	0.3	1	female	-3.7	213.37	0.83	1.38	0.80
19	0.8	1	1	0.667	0.8	0.3	0.95	male	-3.3	248.18	0.96	1.32	0.80
20	0.8	1	1	0.667	0.8	0.3	-0.1	female	-4.1	189.55	0.74	1.44	0.49
21	0.8	1	1	0.667	0.8	0.3	-0.57	male	-0.5	235.22	0.91	0.95	0.41
22	0.8	1	1	0.667	0.8	0.3	-1.87	male	-1.8	218.95	0.85	1.11	0.54
23	0.8	1	1	0.667	0.8	0.3	1.4	female	-5.6	203.96	0.79	1.71	0.40
24	0.8	1	1	0.667	0.8	0.3	0.3	male	-4.3	201.04	0.78	1.48	0.48
25	0.8	1	1	0.667	0.8	0.3	-3.26	ambiguous	-2.6	231.35	0.9	1.21	0.14
26	0.8	1	1	0.667	0.8	0.3	-3	ambiguous	-4.9	198.43	0.77	1.58	0.27
27	0.8	1	1	0.667	0.8	0.3	0.83	male	-2.8	223.27	0.87	1.24	0.21
28	0.8	1	1	0.667	0.8	0.3	-0.71	male	-3.4	229.24	0.89	1.33	0.39
29	0.8	1	1	0.667	0.8	0.3	-2.23	female	-6.1	215.07	0.84	1.82	0.52
30	0.8	1	1	0.667	0.8	0.3	-1	female	-4.1	221.02	0.86	1.44	0.58
31	0.8	1	1	0.667	0.8	0.3	-2.83	male	-2.3	236.81	0.92	1.17	0.79
32	0.8	1	1	0.667	0.8	0.3	0.41	male	-2.5	223.55	0.87	1.2	0.80
33	0.8	1	1	0.667	0.8	0.3	0.74	ambiguous	-2.8	193.62	0.75	1.24	0.31
34	0.8	1	1	0.667	0.8	0.3	0.26	male	-3	207.57	0.81	1.27	0.10
35	0.8	1	1	0.667	0.8	0.3	-2.1	male	-4.3	248.53	0.97	1.48	0.43
36	0.8	1	1	0.667	0.8	0.3	-5.19	male	-1.9	243.7	0.95	1.12	0.80
37	0.8	1	1	0.667	0.8	0.3	-1.93	ambiguous	-4.8	215.6	0.84	1.56	0.13
38	0.8	1	1	0.667	0.8	0.3	-2.42	female	-3.6	236.49	0.92	1.36	0.80
39	0.8	1	1	0.667	0.8	0.3	-2.33	ambiguous	-4.7	225.7	0.88	1.55	0.80
40	0.8	1	1	0.667	0.8	0.3	2.76	female	-4.2	196.11	0.76	1.46	0.49
41	0.8	1	1	0.667	0.8	0.3	-0.56	ambiguous	-3.7	221.58	0.86	1.38	0.41
42	0.8	1	1	0.667	0.8	0.3	-3.79	male	-3	218.27	0.85	1.27	0.54
43	0.8	1	1	0.667	0.8	0.3	-2	male	-2.1	221.58	0.86	1.15	0.40
44	0.8	1	1	0.667	0.8	0.3	2.46	male	-4.5	193.41	0.75	1.51	0.48
45	0.8	1	1	0.667	0.8	0.3	0.27	ambiguous	-2.3	200.7	0.78	1.17	0.14
46	0.8	1	1	0.667	0.8	0.3	2.59	female	-6	203.49	0.79	1.8	0.27
47	0.8	1	1	0.667	0.8	0.3	-1.7	female	-3.3	213.89	0.83	1.32	0.21
48	0.8	1	1	0.667	0.8	0.3	0.48	male	-3.9	203.72	0.79	1.41	0.39
49	0.8	1	1	0.667	0.8	0.3	-1.07	male	-3.5	179.76	0.7	1.35	0.52
50	0.8	1	1	0.667	0.8	0.3	-3.1	male	-3.3	218	0.85	1.32	0.58
51	0.8	1	1	0.667	0.8	0.3	1.08	male	-2.9	221.16	0.86	1.26	0.79
52	0.8	1	1	0.667	0.8	0.3	-1.67	male	-1.2	222.28	0.86	1.03	0.80
53	0.8	1	1	0.667	0.8	0.3	1.62	male	-3.6	218.27	0.85	1.36	0.31
54	0.8	1	1	0.667	0.8	0.3	-3.34	female	-4.8	213.37	0.83	1.56	0.10
55	0.8	1	1	0.667	0.8	0.3	0.76	male	-4.5	213.76	0.83	1.51	0.43
56	0.8	1	1	0.667	0.8	0.3	3.4	ambiguous	-2.6	168.31	0.65	1.21	0.80
57	0.8	1	1	0.667	0.8	0.3	-0.38	female	-4.1	226.29	0.88	1.44	0.13
58	0.8	1	1	0.667	0.8	0.3	2.33	male	-5.1	212.47	0.83	1.62	0.80
59	0.8	1	1	0.667	0.8	0.3	1.68	female	-3.7	190.78	0.74	1.38	0.80
60	0.8	1	1	0.667	0.8	0.3	0.18	female	-5.9	187.53	0.73	1.78	0.49
61	0.8	1	1	0.667	0.8	0.3	-2.77	female	-5.1	222	0.86	1.62	0.41
62	0.8	1	1	0.667	0.8	0.3	-0.34	female	-3.3	217.46	0.84	1.32	0.54
63	0.8	1	1	0.667	0.8	0.3	1.48	female	-3.3	229.09	0.89	1.32	0.40
64	0.8	1	1	0.667	0.8	0.3	-0.46	ambiguous	-4.9	187.63	0.73	1.58	0.48
65	0.8	1	1	0.667	0.8	0.3	2.54	female	-3.6	201.5	0.78	1.36	0.14
66	0.8	1	1	0.667	0.8	0.3	0.01	female	-4.5	178.39	0.69	1.51	0.27
67	0.8	1	1	0.667	0.8	0.3	-1.3	male	-3.7	208.56	0.81	1.38	0.21
68	0.8	1	1	0.667	0.8	0.3	3.02	female	-4.1	189.04	0.73	1.44	0.39
69	0.8	1	1	0.667	0.8	0.3	0.45	female	-4.5	192.45	0.75	1.51	0.52
70	0.8	1	1	0.667	0.8	0.3	1.18	male	-1.5	166	0.64	1.07	0.58
71	0.8	1	1	0.667	0.8	0.3	0.86	male	-4.6	220.47	0.86	1.53	0.79
72	0.8	1	1	0.667	0.8	0.3	1.55	male	-4.2	214.41	0.83	1.46	0.80
73	0.8	1	1	0.667	0.8	0.3	0.77	female	-4.5	200.93	0.78	1.51	0.31
74	0.8	1	1	0.667	0.8	0.3	2.02	female	-3.8	190.68	0.74	1.39	0.10
75	0.8	1	1	0.667	0.8	0.3	-0.92	female	-4.5	205.27	0.8	1.51	0.43
76	0.8	1	1	0.667	0.8	0.3	-0.7	female	-5.1	188.03	0.73	1.62	0.80
77	0.8	1	1	0.667	0.8	0.3	-0.54	female	-3.4	205.03	0.8	1.33	0.13
78	0.8	1	1	0.667	0.8	0.3	-1.04	male	-2.8	235.7	0.92	1.24	0.80
79	0.8	1	1	0.667	0.8	0.3	0.26	female	-4.8	211.06	0.82	1.56	0.80
80	0.8	1	1	0.667	0.8	0.3	-0.46	ambiguous	-3.5	218.95	0.85	1.35	0.49
81	0.8	1	1	0.667	0.8	0.3	1.44	male	-3.7	208.31	0.81	1.38	0.41
82	0.8	1	1	0.667	0.8	0.3	3.65	ambiguous	-3.7	174.84	0.68	1.38	0.54
83	0.8	1	1	0.667	0.8	0.3	1.73	female	-3.4	245.06	0.95	1.33	0.40
84	0.8	1	1	0.667	0.8	0.3	0.83	ambiguous	-3.4	222.28	0.86	1.33	0.48
85	0.8	1	1	0.667	0.8	0.3	2.58	female	-4.1	185.45	0.72	1.44	0.14
86	0.8	1	1	0.667	0.8	0.3	-1.74	male	-3.5	216.39	0.84	1.35	0.27
87	0.8	1	1	0.667	0.8	0.3	0.18	ambiguous	-4.3	236.81	0.92	1.48	0.21
88	0.8	1	1	0.667	0.8	0.3	-0.56	male	-4.7	223.98	0.87	1.55	0.39
89	0.8	1	1	0.667	0.8	0.3	0.69	male	-4	197.32	0.77	1.43	0.52
90	0.8	1	1	0.667	0.8	0.3	-1.17	male	-2.3	204.43	0.79	1.17	0.58
91	0.8	1	1	0.667	0.8	0.3	1.08	female	-4.7	178.66	0.69	1.55	0.79
92	0.8	1	1	0.667	0.8	0.3	-0.01	male	-1.6	238.74	0.93	1.08	0.80
93	0.8	1	1	0.667	0.8	0.3	3.24	female	-4.2	213.5	0.83	1.46	0.31
94	0.8	1	1	0.667	0.8	0.3	-1.06	female	-3	189.65	0.74	1.27	0.10
95	0.8	1	1	0.667	0.8	0.3	0.82	female	-5.2	205.87	0.8	1.64	0.43
96	0.8	1	1	0.667	0.8	0.3	0.47	ambiguous	-4.4	202.2	0.79	1.49	0.80
97	0.8	1	1	0.667	0.8	0.3	-0.13	male	-2.1	225.13	0.87	1.15	0.13
98	0.8	1	1	0.667	0.8	0.3	-1.56	ambiguous	-4	198.32	0.77	1.43	0.80
99	0.8	1	1	0.667	0.8	0.3	0.73	female	-3.6	194.59	0.76	1.36	0.80
100	0.8	1	1	0.667	0.8	0.3	1.35	female	-3.9	218.41	0.85	1.41	0.49
101	0.8	1	1	0.667	0.8	0.3	-2.64	female	-5.3	215.33	0.84	1.66	0.41
102	0.8	1	1	0.667	0.8	0.3	-0.08	male	-3.5	226.43	0.88	1.35	0.54
103	0.8	1	1	0.667	0.8	0.3	-0.72	female	-5.1	190.78	0.74	1.62	0.40
104	0.8	1	1	0.667	0.8	0.3	0.05	male	-2.7	220.88	0.86	1.23	0.48
105	0.8	1	1	0.667	0.8	0.3	-3.74	male	-3.1	229.54	0.89	1.29	0.14
106	0.8	1	1	0.667	0.8	0.3	2.98	male	-4.3	189.24	0.73	1.48	0.27
107	0.8	1	1	0.667	0.8	0.3	-1.33	female	-4.7	213.11	0.83	1.55	0.21
108	0.8	1	1	0.667	0.8	0.3	1.69	female	-6.9	200.24	0.78	1.99	0.39
109	0.8	1	1	0.667	0.8	0.3	-2.25	female	-4.8	214.15	0.83	1.56	0.52
110	0.8	1	1	0.667	0.8	0.3	0.74	male	-4.1	222.84	0.87	1.44	0.58
111	0.8	1	1	0.667	0.8	0.3	-0.1	ambiguous	-3.6	218.95	0.85	1.36	0.79
112	0.8	1	1	0.667	0.8	0.3	0.3	female	-4.7	204.79	0.8	1.55	0.80
113	0.8	1	1	0.667	0.8	0.3	-1.86	male	-1.4	221.02	0.86	1.06	0.31
114	0.8	1	1	0.667	0.8	0.3	-1.74	male	-5.5	243.37	0.95	1.7	0.10
115	0.8	1	1	0.667	0.8	0.3	0.35	female	-5.3	207.33	0.81	1.66	0.43
116	0.8	1	1	0.667	0.8	0.3	2.67	male	-1.9	183.41	0.71	1.12	0.80
117	0.8	1	1	0.667	0.8	0.3	0.32	male	-1.5	223.69	0.87	1.07	0.13
118	0.8	1	1	0.667	0.8	0.3	0.36	female	-2.9	204.67	0.79	1.26	0.80
119	0.8	1	1	0.667	0.8	0.3	-0.59	ambiguous	-3.7	210.68	0.82	1.38	0.80
120	0.8	1	1	0.667	0.8	0.3	-1.24	female	-5.5	214.94	0.83	1.7	0.49
121	0.8	1	1	0.667	0.8	0.3	-0.96	male	-3.3	229.84	0.89	1.32	0.41
122	0.8	1	1	0.667	0.8	0.3	-0.95	female	-6.3	186.13	0.72	1.86	0.54
123	0.8	1	1	0.667	0.8	0.3	1.7	male	-4.1	189.65	0.74	1.44	0.40
124	0.8	1	1	0.667	0.8	0.3	-1.66	male	-3.6	244.38	0.95	1.36	0.48
125	0.8	1	1	0.667	0.8	0.3	-1.22	female	-3.8	191.09	0.74	1.39	0.14
126	0.8	1	1	0.667	0.8	0.3	0.8	ambiguous	-3.4	228.79	0.89	1.33	0.27
127	0.8	1	1	0.667	0.8	0.3	-0.87	female	-4.4	215.73	0.84	1.49	0.21
128	0.8	1	1	0.667	0.8	0.3	1.95	female	-4.2	215.6	0.84	1.46	0.39
129	0.8	1	1	0.667	0.8	0.3	0.26	female	-3.9	219.09	0.85	1.41	0.52
130	0.8	1	1	0.667	0.8	0.3	-0.23	ambiguous	-3.3	235.85	0.92	1.32	0.58
131	0.8	1	1	0.667	0.8	0.3	1.56	female	-4.8	198.1	0.77	1.56	0.79
132	0.8	1	1	0.667	0.8	0.3	-3.68	male	-4	218.68	0.85	1.43	0.80
133	0.8	1	1	0.667	0.8	0.3	-0.3	female	-5.1	184.28	0.72	1.62	0.31
134	0.8	1	1	0.667	0.8	0.3	0.23	male	-3.7	198.99	0.77	1.38	0.10
135	0.8	1	1	0.667	0.8	0.3	-2.04	male	-3.3	233.04	0.91	1.32	0.43
136	0.8	1	1	0.667	0.8	0.3	1.89	male	-3.4	198.77	0.77	1.33	0.80
137	0.8	1	1	0.667	0.8	0.3	-5.45	male	-2.5	231.05	0.9	1.2	0.13
138	0.8	1	1	0.667	0.8	0.3	0.16	female	-4	214.28	0.83	1.43	0.80
139	0.8	1	1	0.667	0.8	0.3	3.11	male	-4	218.27	0.85	1.43	0.80
140	0.8	1	1	0.667	0.8	0.3	-0.21	female	-4.8	189.75	0.74	1.56	0.49
141	0.8	1	1	0.667	0.8	0.3	0.32	female	-4.4	208.68	0.81	1.49	0.41
142	0.8	1	1	0.667	0.8	0.3	-3.22	female	-3.7	224.69	0.87	1.38	0.54
143	0.8	1	1	0.667	0.8	0.3	1.9	ambiguous	-5	163.07	0.63	1.6	0.40
144	0.8	1	1	0.667	0.8	0.3	0.57	female	-4.1	213.37	0.83	1.44	0.48
145	0.8	1	1	0.667	0.8	0.3	3.71	male	-3.9	176.59	0.69	1.41	0.14
146	0.8	1	1	0.667	0.8	0.3	1.97	male	-3.2	256.51	1	1.3	0.27
147	0.8	1	1	0.667	0.8	0.3	-1.62	female	-4.1	201.5	0.78	1.44	0.21
148	0.8	1	1	0.667	0.8	0.3	-0.08	female	-4.6	218.14	0.85	1.53	0.39
149	0.8	1	1	0.667	0.8	0.3	-1.34	female	-4.5	210.56	0.82	1.51	0.52
150	0.8	1	1	0.667	0.8	0.3	-0.28	female	-3.5	195.45	0.76	1.35	0.58
151	0.8	1	1	0.667	0.8	0.3	3.66	male	-1.2	204.43	0.79	1.03	0.79
152	0.8	1	1	0.667	0.8	0.3	1.97	male	-4.8	196.88	0.76	1.56	0.80
153	0.8	1	1	0.667	0.8	0.3	0.08	female	-4.9	213.5	0.83	1.58	0.31
154	0.8	1	1	0.667	0.8	0.3	2.52	female	-4.5	199.79	0.78	1.51	0.10
155	0.8	1	1	0.667	0.8	0.3	2.17	male	-4.4	206.35	0.8	1.49	0.43
156	0.8	1	1	0.667	0.8	0.3	0.95	male	-1.8	210.43	0.82	1.11	0.80
157	0.8	1	1	0.667	0.8	0.3	0.12	female	-5.5	193.2	0.75	1.7	0.13
158	0.8	1	1	0.667	0.8	0.3	0.22	ambiguous	-3.4	217.6	0.85	1.33	0.80
159	0.8	1	1	0.667	0.8	0.3	0.5	male	-2.8	229.69	0.89	1.24	0.80
160	0.8	1	1	0.667	0.8	0.3	-1.02	ambiguous	-3.1	196.88	0.76	1.29	0.49
161	0.8	1	1	0.667	0.8	0.3	1.54	female	-4.3	177.85	0.69	1.48	0.41
162	0.8	1	1	0.667	0.8	0.3	-0.18	female	-3.8	200.35	0.78	1.39	0.54
163	0.8	1	1	0.667	0.8	0.3	-0.55	male	-4.5	193.73	0.75	1.51	0.40
164	0.8	1	1	0.667	0.8	0.3	0.91	female	-4.5	180.03	0.7	1.51	0.48
165	0.8	1	1	0.667	0.8	0.3	0.99	ambiguous	-5	203.13	0.79	1.6	0.14
166	0.8	1	1	0.667	0.8	0.3	2	female	-4.4	222.14	0.86	1.49	0.27
167	0.8	1	1	0.667	0.8	0.3	-1.03	female	-4.7	219.09	0.85	1.55	0.21
168	0.8	1	1	0.667	0.8	0.3	-1.2	male	-2.1	201.39	0.78	1.15	0.39
169	0.8	1	1	0.667	0.8	0.3	-1.19	ambiguous	-4.1	242.86	0.94	1.44	0.52
170	0.8	1	1	0.667	0.8	0.3	4.51	female	-2.7	171.43	0.67	1.23	0.58
171	0.8	1	1	0.667	0.8	0.3	-0.92	female	-4.8	228.05	0.89	1.56	0.79
172	0.8	1	1	0.667	0.8	0.3	-0.29	female	-3.7	216.93	0.84	1.38	0.80
173	0.8	1	1	0.667	0.8	0.3	-0.94	male	-3.1	237.13	0.92	1.29	0.31
174	0.8	1	1	0.667	0.8	0.3	-2.79	male	-3.9	231.05	0.9	1.41	0.10
175	0.8	1	1	0.667	0.8	0.3	2.94	ambiguous	-4.1	194.69	0.76	1.44	0.43
176	0.8	1	1	0.667	0.8	0.3	-2.71	male	-4	227.6	0.88	1.43	0.80
177	0.8	1	1	0.667	0.8	0.3	-2.14	female	-5.6	215.73	0.84	1.71	0.13
178	0.8	1	1	0.667	0.8	0.3	-0.14	ambiguous	-5	180.68	0.7	1.6	0.80
179	0.8	1	1	0.667	0.8	0.3	2.17	female	-4.9	179.94	0.7	1.58	0.80
180	0.8	1	1	0.667	0.8	0.3	-0.36	female	-3.6	213.5	0.83	1.36	0.49
181	0.8	1	1	0.667	0.8	0.3	-1.31	male	-4	197.65	0.77	1.43	0.41
182	0.8	1	1	0.667	0.8	0.3	-6.44	male	-3.8	217.33	0.84	1.39	0.54
183	0.8	1	1	0.667	0.8	0.3	2.56	male	-3.5	202.2	0.79	1.35	0.40
184	0.8	1	1	0.667	0.8	0.3	2.15	ambiguous	-3.1	167.5	0.65	1.29	0.48
185	0.8	1	1	0.667	0.8	0.3	-0.51	ambiguous	-1.7	202.55	0.79	1.09	0.14
186	0.8	1	1	0.667	0.8	0.3	0.08	male	-2	172.27	0.67	1.13	0.27
187	0.8	1	1	0.667	0.8	0.3	0	male	-1.7	213.89	0.83	1.09	0.21
188	0.8	1	1	0.667	0.8	0.3	-0.9	ambiguous	-2.7	183.7	0.71	1.23	0.39
189	0.8	1	1	0.667	0.8	0.3	-1.43	male	-4.6	226.58	0.88	1.53	0.52
190	0.8	1	1	0.667	0.8	0.3	1.35	male	-2.9	217.06	0.84	1.26	0.58
191	0.8	1	1	0.667	0.8	0.3	1.24	male	-2.6	252.64	0.98	1.21	0.79
192	0.8	1	1	0.667	0.8	0.3	-0.02	female	-4.1	215.2	0.84	1.44	0.80
193	0.8	1	1	0.667	0.8	0.3	0.27	female	-2.4	209.68	0.81	1.19	0.31
194	0.8	1	1	0.667	0.8	0.3	-1.31	ambiguous	-6.4	199.9	0.78	1.88	0.10
195	0.8	1	1	0.667	0.8	0.3	-1.55	female	-5	229.09	0.89	1.6	0.43
196	0.8	1	1	0.667	0.8	0.3	2.31	ambiguous	-4.1	200.93	0.78	1.44	0.80
197	0.8	1	1	0.667	0.8	0.3	-3.47	ambiguous	-4.2	226.29	0.88	1.46	0.13
198	0.8	1	1	0.667	0.8	0.3	-1.78	male	-3.1	215.46	0.84	1.29	0.80
199	0.8	1	1	0.667	0.8	0.3	-0.16	male	-0.8	251.2	0.98	0.99	0.80
200	0.8	1	1	0.667	0.8	0.3	-0.09	male	-2.8	231.66	0.9	1.24	0.49
201	0.8	1	1	0.667	0.8	0.3	-1.78	male	-3.8	224.69	0.87	1.39	0.41
202	0.8	1	1	0.667	0.8	0.3	-0.58	female	-3.6	166.47	0.65	1.36	0.54
203	0.8	1	1	0.667	0.8	0.3	-1.14	male	-3	212.98	0.83	1.27	0.40
204	0.8	1	1	0.667	0.8	0.3	0.96	male	-4	214.94	0.83	1.43	0.48
205	0.8	1	1	0.667	0.8	0.3	1.39	female	-4.8	196.22	0.76	1.56	0.14
206	0.8	1	1	0.667	0.8	0.3	1.72	female	-3.5	216.39	0.84	1.35	0.27
207	0.8	1	1	0.667	0.8	0.3	-0.98	female	-5	204.91	0.8	1.6	0.21
208	0.8	1	1	0.667	0.8	0.3	-2.34	ambiguous	-3.4	185.15	0.72	1.33	0.39
209	0.8	1	1	0.667	0.8	0.3	1.31	male	-4.1	177.85	0.69	1.44	0.52
210	0.8	1	1	0.667	0.8	0.3	0.66	female	-4.7	212.34	0.82	1.55	0.58
211	0.8	1	1	0.667	0.8	0.3	1.8	female	-4.4	204.67	0.79	1.49	0.79
212	0.8	1	1	0.667	0.8	0.3	0.29	male	-3.2	203.72	0.79	1.3	0.80
213	0.8	1	1	0.667	0.8	0.3	-1.01	ambiguous	-4.3	224.98	0.87	1.48	0.31
214	0.8	1	1	0.667	0.8	0.3	2.37	female	-3.8	197.98	0.77	1.39	0.10
215	0.8	1	1	0.667	0.8	0.3	-0.53	female	-4	203.6	0.79	1.43	0.43
216	0.8	1	1	0.667	0.8	0.3	1.16	male	-2.9	215.46	0.84	1.26	0.80
217	0.8	1	1	0.667	0.8	0.3	-1.07	male	-1.3	240.37	0.93	1.05	0.13
218	0.8	1	1	0.667	0.8	0.3	1.28	ambiguous	-3.1	189.65	0.74	1.29	0.80
219	0.8	1	1	0.667	0.8	0.3	-0.89	male	-2.5	226.43	0.88	1.2	0.80
220	0.8	1	1	0.667	0.8	0.3	-0.75	female	-6.2	206.72	0.8	1.84	0.49
221	0.8	1	1	0.667	0.8	0.3	-0.09	male	-3.5	203.37	0.79	1.35	0.41
222	0.8	1	1	0.667	0.8	0.3	3.68	male	-3	190.16	0.74	1.27	0.54
223	0.8	1	1	0.667	0.8	0.3	-0.42	male	-4	198.77	0.77	1.43	0.40
224	0.8	1	1	0.667	0.8	0.3	2.56	female	-4.9	168.14	0.65	1.58	0.48
225	0.8	1	1	0.667	0.8	0.3	0.49	male	-3.2	215.33	0.84	1.3	0.14
226	0.8	1	1	0.667	0.8	0.3	0.15	female	-5.4	207.45	0.81	1.68	0.27
